문자내용,분류
"[Web발신]
[신세계몰] 주문하신 상품이 결제 처리되었습니다. 취소 ㅁㅁ링크",스미싱
형 오늘 저녁에 집에 몇 시쯤 와? 밥 차려놓을게 자세히 보기: https://www.naver.com/bg8v,정상
"[Web발신]
계정 도용 의심으로 이용이 제한되었습니다. 해제 ㅁㅁ링크",스미싱
"[Web발신]
기업은행 출금 48,700원
4/09 13:20 자동이체 앱에서 확인: https://www.naver.com/vmyu",정상
"[Web발신]
마이너스통장 신규 대상자입니다. 서류없이 당일 입금 http://han.gl/4jv2",스미싱
아빠 약 잘 챙겨 드시고 계세요. 주말에 갈게요,정상
장 보러 가는데 뭐 필요한 거 있어? 자세히 보기: https://www.naver.com/sw4h,정상
"[Web발신]
[법원] 전자소송 출석요구서가 송달되었습니다. 열람 hxxp://bit.ly/97ve9",스미싱
연세이비인후과입니다. 내일 15:07 예약 확인 전화드렸는데 부재중이셨습니다. 1588-7782,정상
"[Web발신]
무료 운세 이벤트 참여하고 상품 받아가세요 http://han.gl/64f3",스미싱
[미용실] 예약 3/21 21:15 확인되었습니다. 늦지 않게 방문 부탁드려요. 자세히 보기: https://www.naver.com/ze7a,정상
[국제우편] 통관보류 물품 안내드립니다. 미확인시 폐기 처리 ㅁㅁ링크,스미싱
누나 사진 잘 받았어요. 건강 조심하세요,정상
"[Web발신]
[우체국택배] 주소불일치로 물품 배송이 보류되었습니다. 주소 확인 ㅁㅁ링크",스미싱
"[Web발신]
[현대카드] 카드 발급이 완료되었습니다. 본인 신청이 아니면 http://vo.la/rczr",스미싱
형 약 잘 챙겨 드시고 계세요. 주말에 갈게요 앱에서 확인: https://www.naver.com/wc68,정상
"[Web발신]
[경찰청] 소상공인 재난지원금 지급 대상 안내 http://x6xx.duckdns.org",스미싱
오늘 회식 22:40에 시작합니다. 장소는 사무실 앞에서 모입니다.,정상
서울내과의원 예약 안내: 3/21 21:15. 변경은 010-3310-4750로 연락 주세요.,정상
"[Web발신]
현대카드 승인 한*철
89,000원 일시불
11/02 13:20
G마켓",정상
"[Web발신]
[국세청] 미납 과태료 356,000원 최종 안내. 미납시 재산압류 ㅁㅁ링크",스미싱
"[Web발신]
[국민연금공단] 건강검진 미수검자 안내. 대상자 조회 http://kr-bknr.top",스미싱
"[Web발신]
[새마을금고] 고객님 계좌에서 48,700원 이체 시도가 감지되었습니다 ㅁㅁ링크",스미싱
"[Web발신]
[질병관리청] 재택 근무자 지원금 신청 접수중입니다 ㅁㅁ링크",스미싱
"[Web발신]
롯데카드 승인 박*호
356,000원 일시불
1/12 15:07
쿠팡",정상
"[Web발신]
축하합니다! 이마트 경품 이벤트에 당첨되셨습니다 http://han.gl/ufck",스미싱
한상철님 내일 회의 19:48으로 변경되었습니다. 확인 부탁드립니다.,정상
[신세계몰] 주문번호 확인 결과 정상 배송 중입니다. 문의 1666-7590 자세히 보기: https://www.naver.com/nn7j,정상
[롯데택배] 배송이 완료되었습니다. 이용해 주셔서 감사합니다.,정상
"[Web발신]
롯데카드 승인 조*주
48,700원 일시불
5/17 13:20
G마켓",정상
"[Web발신]
고객님 계좌가 보이스피싱 피해 계좌로 신고되었습니다 1666-7517",스미싱
어제 고마웠어. 다음에 밥 한번 사줄게 앱에서 확인: https://www.naver.com/9pqx,정상
[경찰청] 예방접종 안내입니다. 가까운 보건소에서 접종 가능합니다. 문의 010-6907-0440 앱에서 확인: https://www.naver.com/y3bk,정상
"[Web발신]
귀하의 명의로 휴대폰이 개통되었습니다. 신고 http://vo.la/4qfs",스미싱
"[Web발신]
[신한카드] 결제 오류로 승인 실패. 카드정보 재등록 필요합니다 ㅁㅁ링크",스미싱
"[Web발신]
무료 운세 이벤트 참여하고 상품 받아가세요 ㅁㅁ링크",스미싱
[국민연금공단] 주민세 납부 기한은 7/05까지입니다. 문의는 1588-8000,정상
"[Web발신]
신한카드 승인 이*희
128,000원 일시불
8/14 17:33
롯데마트",정상
"[Web발신]
[법원] 전자소송 출석요구서가 송달되었습니다. 열람 http://xn--xn9py.xyz",스미싱
[헬스장] 회원권이 12/19에 만료됩니다. 데스크로 문의 주세요.,정상
"[Web발신]
축하합니다! 롯데마트 경품 이벤트에 당첨되셨습니다 http://xn--xxdfg.xyz",스미싱
"[Web발신]
BC카드 3/21 청구금액 12,900원 안내드립니다. 문의 010-1267-8925",정상
"[Web발신]
[국세청] 소상공인 재난지원금 지급 대상 안내 ㅁㅁ링크",스미싱
오늘 회식 19:48에 시작합니다. 장소는 사무실 앞에서 모입니다.,정상
"삼성카드 카드 이용대금 770,000원이 정상 출금되었습니다.",정상
나 지금 출발했어. 19:48쯤 도착할 것 같아,정상
"[Web발신]
[긴급] 미사용 포인트 48,700점 오늘 소멸됩니다 ㅁㅁ링크",스미싱
"[Web발신]
BC카드 승인 최*진
128,000원 일시불
4/09 21:15
11번가",정상
나 지금 출발했어. 22:40쯤 도착할 것 같아,정상
나 지금 출발했어. 10:45쯤 도착할 것 같아 자세히 보기: https://www.naver.com/expt,정상
[국민연금공단] 예방접종 안내입니다. 가까운 보건소에서 접종 가능합니다. 문의 02-7960-5578,정상
"[Web발신]
[질병관리청] 재택 근무자 지원금 신청 접수중입니다 hxxp://bit.ly/8jr5c",스미싱
"[Web발신]
고객님 계좌가 보이스피싱 피해 계좌로 신고되었습니다 1666-2824",스미싱
[로젠택배] 고객님의 상품이 오늘 도착 예정입니다. 기사 조은주 02-4603-3254,정상
"[Web발신]
[법원] 전자소송 출석요구서가 송달되었습니다. 열람 http://han.gl/5j9r",스미싱
서울내과의원 예약 안내: 9/23 09:12. 변경은 1588-6580로 연락 주세요.,정상
"[Web발신]
[G마켓] 주문하신 상품이 결제 처리되었습니다. 취소 http://kr-2h6j.top",스미싱
"[Web발신]
고객님 포인트 소멸 예정입니다. 무료 전환 신청 http://vo.la/9dzp",스미싱
오늘 회식 15:07에 시작합니다. 장소는 사무실 앞에서 모입니다.,정상
[아파트관리사무소] 정기 소방점검이 11/02에 있습니다. 협조 부탁드립니다. 자세히 보기: https://www.naver.com/yt4x,정상
"[Web발신]
백신 접종 예약 변경 안내드립니다. 확인 http://me2.kr/fuaw",스미싱
이영희아 생일 축하해! 좋은 하루 보내,정상
"[Web발신]
[행정안전부] 종합소득세 환급금 35,000원이 미수령 상태입니다. 신청 http://vo.la/jbhp",스미싱
어제 고마웠어. 다음에 밥 한번 사줄게,정상
휴가 결재 승인되었습니다. 인수인계 진행해 주세요. 앱에서 확인: https://www.naver.com/553h,정상
월요일 출근 전에 보고서 초안 공유 부탁드립니다. 감사합니다. 자세히 보기: https://www.naver.com/d74u,정상
"[Web발신]
소액으로 시작하는 재테크. 원금보장 고수익 http://me2.kr/3g3b",스미싱
"[Web발신]
국민카드 승인 김*수
1,250,000원 일시불
5/17 15:07
이마트 앱에서 확인: https://www.naver.com/sy72",정상
"[Web발신]
11번가 상품권 무료 증정 이벤트 당첨자로 선정되셨습니다 hxxp://bit.ly/kjg5e",스미싱
"[Web발신]
[이마트] 주문하신 상품이 결제 처리되었습니다. 취소 ㅁㅁ링크",스미싱
[헬스장] 회원권이 3/21에 만료됩니다. 데스크로 문의 주세요.,정상
[서울시청] 주민세 납부 기한은 8/14까지입니다. 문의는 1666-6350,정상
"BC카드 카드 이용대금 89,000원이 정상 출금되었습니다.",정상
"[Web발신]
앱 업데이트공개 필요. 미업데이트시 서비스 중단됩니다 http://han.gl/25b3",스미싱
"[Web발신]
[신한카드] 해외결제 35,000원 승인. 본인 아닐시 즉시 문의 ㅁㅁ링크",스미싱
[알뜰폰] 요금이 정상 납부되었습니다. 이용해 주셔서 감사합니다.,정상
"[Web발신]
[하나은행] 비정상 로그인 감지. 계정 정지 예정입니다 http://me2.kr/v72m",스미싱
[CU편의점택배] 고객님의 상품이 오늘 도착 예정입니다. 기사 박정호 070-2504-3910 앱에서 확인: https://www.naver.com/6f5w,정상
"[알뜰폰] 이번 달 요금은 1,250,000원입니다. 자세한 내역은 고객센터 070-0024-0912",정상
이모 오늘 저녁에 집에 몇 시쯤 와? 밥 차려놓을게,정상
"[Web발신]
무료 운세 이벤트 참여하고 상품 받아가세요 hxxp://bit.ly/cehe5",스미싱
임지은님 내일 회의 13:20으로 변경되었습니다. 확인 부탁드립니다. 앱에서 확인: https://www.naver.com/guyp,정상
한마음병원입니다. 내일 15:07 예약 확인 전화드렸는데 부재중이셨습니다. 02-7145-2340,정상
"[Web발신]
신한은행 출금 770,000원
7/05 22:40 자동이체",정상
"[Web발신]
새마을금고 출금 356,000원
7/05 21:15 자동이체",정상
[질병관리청] 주민세 납부 기한은 3/21까지입니다. 문의는 010-5710-0057,정상
"[Web발신]
[롯데택배] 주소불일치로 물품 배송이 보류되었습니다. 주소 확인 ㅁㅁ링크",스미싱
장 보러 가는데 뭐 필요한 거 있어? 자세히 보기: https://www.naver.com/m45g,정상
"[Web발신]
[로젠택배] 송장번호 오류로 배송 지연. 정보 수정 바랍니다 ㅁㅁ링크",스미싱
오늘 회식 22:40에 시작합니다. 장소는 사무실 앞에서 모입니다. 앱에서 확인: https://www.naver.com/2n9w,정상
"[Web발신]
새마을금고 예금 만기 안내. 자세한 내용은 영업점 또는 070-4850-1094",정상
"[Web발신]
새마을금고 체크카드 승인 356,000원 롯데마트 21:15",정상
[햇살초등학교] 현장학습 관련 동의서 제출 부탁드립니다.,정상
"[Web발신]
롯데카드 승인 조*주
48,700원 일시불
10/11 22:40
쿠팡",정상
"[Web발신]
마이너스통장 신규 대상자입니다. 서류없이 당일 입금 ㅁㅁ링크",스미싱
[주민센터] 신청하신 서류 발급이 완료되었습니다. 방문 수령 바랍니다. 자세히 보기: https://www.naver.com/ryy8,정상
"[Web발신]
신한은행 예금 만기 안내. 자세한 내용은 영업점 또는 1666-7050",정상
"[Web발신]
[보안경고] 개인정보 유출이 확인되었습니다. 즉시 조치 http://xn--t34qw.xyz",스미싱
[국민연금공단] 예방접종 안내입니다. 가까운 보건소에서 접종 가능합니다. 문의 010-9244-1799,정상
[주민센터] 신청하신 서류 발급이 완료되었습니다. 방문 수령 바랍니다. 앱에서 확인: https://www.naver.com/3fcd,정상
"[Web발신]
[검찰청] 귀하의 명의로 계좌가 개설되어 수사중입니다. 확인 http://me2.kr/ffme",스미싱
"[Web발신]
[백화점] 89,000원 결제가 완료되었습니다. 본인 아니면 02-4960-8856",스미싱
[아파트관리사무소] 정기 소방점검이 4/09에 있습니다. 협조 부탁드립니다. 앱에서 확인: https://www.naver.com/5uce,정상
"[Web발신]
귀하의 명의로 휴대폰이 개통되었습니다. 신고 http://kr-ssxn.top",스미싱
"롯데카드 카드 이용대금 128,000원이 정상 출금되었습니다. 앱에서 확인: https://www.naver.com/q7mg",정상
"[Web발신]
축하합니다! G마켓 경품 이벤트에 당첨되셨습니다 ㅁㅁ링크",스미싱
나 지금 출발했어. 10:45쯤 도착할 것 같아 앱에서 확인: https://www.naver.com/cnxs,정상
[경찰청] 민방위 교육 일정 안내입니다. 대상자는 사이버교육 이수 바랍니다. 앱에서 확인: https://www.naver.com/az5a,정상
"[Web발신]
무료 운세 이벤트 참여하고 상품 받아가세요 http://xn--6xerv.xyz",스미싱
"[Web발신]
우리은행 출금 128,000원
6/28 17:33 자동이체",정상
엄마 나 폰 고장나서 컴퓨터로 문자해. 급하게 필요한거 있어서 http://45q6.duckdns.org,스미싱
비 온대. 우산 챙겨서 나가 자세히 보기: https://www.naver.com/qsvb,정상
"[Web발신]
[신한은행] 고객님 신용등급 상승으로 추가한도 승인되었습니다 ㅁㅁ링크",스미싱
"[Web발신]
[국세청] 정부지원금 신청 대상자로 선정되셨습니다. 신청기한 오늘까지 http://xn--zdz8b.xyz",스미싱
[질병관리청] 주민세 납부 기한은 4/09까지입니다. 문의는 1588-2281,정상
"[Web발신]
[농협은행] 고객님 신용등급 상승으로 추가한도 승인되었습니다 hxxp://bit.ly/rkmgv",스미싱
[부고] 삼가 고인의 명복을 빕니다. 부고장 http://3c8f.duckdns.org,스미싱
[세탁소] 맡기신 옷 세탁 완료되었습니다. 편하실 때 찾아가세요. 자세히 보기: https://www.naver.com/6eqz,정상
"[Web발신]
[이벤트] 무료 상품권 89,000원 선착순 지급중. 지금 신청 http://han.gl/p48r",스미싱
"[Web발신]
[긴급] 미사용 포인트 12,900점 오늘 소멸됩니다 http://han.gl/htr4",스미싱
[학원] 박정호 학생 오늘 결석했습니다. 확인 부탁드립니다.,정상
"[Web발신]
[신세계몰] 2,480,000원 결제가 완료되었습니다. 본인 아니면 070-9780-8713",스미싱
[미용실] 예약 7/05 17:33 확인되었습니다. 늦지 않게 방문 부탁드려요.,정상
[롯데택배] 고객님의 상품이 오늘 도착 예정입니다. 기사 조은주 1588-1662,정상
"[Web발신]
축하합니다! 백화점 경품 이벤트에 당첨되셨습니다 ㅁㅁ링크",스미싱
임지은 대리님 요청하신 자료 메일로 보냈습니다. 확인 부탁드려요. 앱에서 확인: https://www.naver.com/hevc,정상
장 보러 가는데 뭐 필요한 거 있어? 자세히 보기: https://www.naver.com/pz2z,정상
"[Web발신]
재택 부업 모집. 하루 2시간 고수익 보장 ㅁㅁ링크",스미싱
"[Web발신]
[보안경고] 개인정보 유출이 확인되었습니다. 즉시 조치 hxxp://bit.ly/vygbj",스미싱
"[Web발신]
[신한은행] 비정상 로그인 감지. 계정 정지 예정입니다 ㅁㅁ링크",스미싱
[알뜰폰] 요금이 정상 납부되었습니다. 이용해 주셔서 감사합니다. 자세히 보기: https://www.naver.com/kn9j,정상
월요일 출근 전에 보고서 초안 공유 부탁드립니다. 감사합니다.,정상
[11번가] 주문번호 확인 결과 정상 배송 중입니다. 문의 010-1230-5104,정상
"[Web발신]
[하나카드] 해외결제 770,000원 승인. 본인 아닐시 즉시 문의 ㅁㅁ링크",스미싱
[국세청] 주민세 납부 기한은 4/09까지입니다. 문의는 02-0012-3884,정상
[햇살초등학교] 급식 식단표를 가정통신문으로 배부하였습니다.,정상
[국세청] 민방위 교육 일정 안내입니다. 대상자는 사이버교육 이수 바랍니다.,정상
[모바일 초대장] 우리 아이 돌잔치에 초대합니다 http://me2.kr/j4f4,스미싱
"[Web발신]
BC카드 승인 박*호
128,000원 일시불
4/09 22:40
백화점 자세히 보기: https://www.naver.com/sp2s",정상
[국민연금공단] 주민세 납부 기한은 9/23까지입니다. 문의는 010-8797-8547,정상
[한빛고등학교] 급식 식단표를 가정통신문으로 배부하였습니다. 자세히 보기: https://www.naver.com/vp73,정상
"[Web발신]
[긴급] 미사용 포인트 128,000점 오늘 소멸됩니다 ㅁㅁ링크",스미싱
[서울시청] 민방위 교육 일정 안내입니다. 대상자는 사이버교육 이수 바랍니다. 자세히 보기: https://www.naver.com/dfq8,정상
정대현님 내일 회의 09:12으로 변경되었습니다. 확인 부탁드립니다. 자세히 보기: https://www.naver.com/z2gy,정상
윤성호님 내일 회의 21:15으로 변경되었습니다. 확인 부탁드립니다.,정상
"[Web발신]
기업은행 체크카드 승인 356,000원 신세계몰 13:20 자세히 보기: https://www.naver.com/hstx",정상
"[Web발신]
[알림] 미납 통신요금 128,000원 정지 예정 안내 http://auwy.duckdns.org",스미싱
"[Web발신]
[관세청] 미납 과태료 128,000원 최종 안내. 미납시 재산압류 ㅁㅁ링크",스미싱
"[Web발신]
새마을금고 입금 2,480,000원
잔액 128,000원
6/28 21:15",정상
"[Web발신]
[관세청] 건강검진 미수검자 안내. 대상자 조회 ㅁㅁ링크",스미싱
"[Web발신]
[투자] 종목 무료 추천방 오픈. 수익률 182% 실화입니다 http://49yx.duckdns.org",스미싱
"[Web발신]
타지역에서 로그인 시도가 감지되었습니다. 본인확인 http://gm2m.duckdns.org",스미싱
"[Web발신]
[쿠팡] 미수령 택배 1건 보관중. 오늘까지 미확인시 반송됩니다 ㅁㅁ링크",스미싱
"[Web발신]
백화점 상품권 무료 증정 이벤트 당첨자로 선정되셨습니다 http://xn--p7agp.xyz",스미싱
"[Web발신]
소액으로 시작하는 재테크. 원금보장 고수익 http://vo.la/ex8s",스미싱
오늘 회식 17:33에 시작합니다. 장소는 사무실 앞에서 모입니다. 자세히 보기: https://www.naver.com/x78m,정상
"[Web발신]
카카오뱅크 체크카드 승인 1,250,000원 백화점 13:20",정상
[G마켓] 주문번호 확인 결과 정상 배송 중입니다. 문의 010-3287-9758 앱에서 확인: https://www.naver.com/p4x2,정상
[중앙중학교] 내일은 단축수업입니다. 하교 시간 확인 부탁드립니다.,정상
"[Web발신]
[국민은행] 대출 심사 결과 안내드립니다. 결과 확인 ㅁㅁ링크",스미싱
"[Web발신]
[이마트] 48,700원 결제가 완료되었습니다. 본인 아니면 010-8685-3083",스미싱
윤성호아 생일 축하해! 좋은 하루 보내,정상
[롯데마트] 주문번호 확인 결과 정상 배송 중입니다. 문의 070-1966-1974 자세히 보기: https://www.naver.com/gaje,정상
"[Web발신]
[국세청] 소상공인 재난지원금 지급 대상 안내 http://7bhs.duckdns.org",스미싱
"[Web발신]
[국세청] 소상공인 재난지원금 지급 대상 안내 http://kr-xa99.top",스미싱
"[Web발신]
계정 도용 의심으로 이용이 제한되었습니다. 해제 http://vo.la/kmrh",스미싱
[우체국택배] 배송이 완료되었습니다. 이용해 주셔서 감사합니다. 앱에서 확인: https://www.naver.com/vp4v,정상
[SKT] 요금이 정상 납부되었습니다. 이용해 주셔서 감사합니다. 자세히 보기: https://www.naver.com/d9ag,정상
"[Web발신]
[법원] 전자소송 출석요구서가 송달되었습니다. 열람 hxxp://bit.ly/42pw2",스미싱
"[Web발신]
국민카드 승인 정*현
356,000원 일시불
1/12 19:48
11번가 자세히 보기: https://www.naver.com/8e7j",정상
비 온대. 우산 챙겨서 나가 앱에서 확인: https://www.naver.com/gdsj,정상
연세이비인후과입니다. 내일 19:48 예약 확인 전화드렸는데 부재중이셨습니다. 010-0480-0197,정상
나 지금 출발했어. 13:20쯤 도착할 것 같아 앱에서 확인: https://www.naver.com/3rkb,정상
비 온대. 우산 챙겨서 나가 자세히 보기: https://www.naver.com/w797,정상
[아파트관리사무소] 단수 안내: 2/03 10:45부터 2시간 단수 예정입니다.,정상
"[Web발신]
[11번가] 89,000원 결제가 완료되었습니다. 본인 아니면 02-8741-9481",스미싱
강미경 대리님 요청하신 자료 메일로 보냈습니다. 확인 부탁드려요. 자세히 보기: https://www.naver.com/cv2c,정상
"[Web발신]
현대카드 승인 박*호
1,250,000원 일시불
5/17 21:15
롯데마트",정상
[건강보험공단] 주민세 납부 기한은 7/05까지입니다. 문의는 1588-5973,정상
"[Web발신]
[국민연금공단] 종합소득세 환급금 128,000원이 미수령 상태입니다. 신청 hxxp://bit.ly/9f2mn",스미싱
[학원] 윤성호 학생 오늘 결석했습니다. 확인 부탁드립니다.,정상
우리정형외과입니다. 처방하신 약 준비되었습니다. 방문해 주세요. 자세히 보기: https://www.naver.com/ewys,정상
장 보러 가는데 뭐 필요한 거 있어? 앱에서 확인: https://www.naver.com/sfy7,정상
"[Web발신]
[이마트] 주문하신 상품이 결제 처리되었습니다. 취소 http://vo.la/s4aw",스미싱
"[Web발신]
[백화점] 주문하신 상품이 결제 처리되었습니다. 취소 ㅁㅁ링크",스미싱
[중앙중학교] 현장학습 관련 동의서 제출 부탁드립니다. 앱에서 확인: https://www.naver.com/gv6f,정상
[모바일 청첩장] 정대현 결혼합니다. 초대장 확인 ㅁㅁ링크,스미싱
"[Web발신]
[삼성카드] 해외결제 770,000원 승인. 본인 아닐시 즉시 문의 http://han.gl/cwkq",스미싱
"[Web발신]
신한카드 승인 임*은
356,000원 일시불
7/05 13:20
롯데마트",정상
[질병관리청] 예방접종 안내입니다. 가까운 보건소에서 접종 가능합니다. 문의 1666-8921,정상
[건강보험공단] 예방접종 안내입니다. 가까운 보건소에서 접종 가능합니다. 문의 070-7000-7770,정상
"[Web발신]
[롯데택배] 미수령 택배 1건 보관중. 오늘까지 미확인시 반송됩니다 http://vo.la/9mdd",스미싱
[중앙중학교] 현장학습 관련 동의서 제출 부탁드립니다. 자세히 보기: https://www.naver.com/xqqp,정상
[행정안전부] 주민세 납부 기한은 3/21까지입니다. 문의는 010-7905-7493 앱에서 확인: https://www.naver.com/9dwc,정상
한마음병원 검진 결과가 나왔습니다. 내원하셔서 상담 받으시기 바랍니다.,정상
동생 오늘 저녁에 집에 몇 시쯤 와? 밥 차려놓을게,정상
[도서관] 대출하신 도서 반납일이 2/03입니다. 자세히 보기: https://www.naver.com/bkeh,정상
"[SKT] 이번 달 요금은 12,900원입니다. 자세한 내역은 고객센터 070-8560-3637 자세히 보기: https://www.naver.com/p233",정상
[미용실] 예약 1/12 09:12 확인되었습니다. 늦지 않게 방문 부탁드려요.,정상
"[Web발신]
[한진택배] 미수령 택배 1건 보관중. 오늘까지 미확인시 반송됩니다 ㅁㅁ링크",스미싱
"[Web발신]
[새마을금고] 저금리 대환대출 최대 12,900원 한도확인 가능합니다 http://han.gl/udhq",스미싱
"[Web발신]
백신 접종 예약 변경 안내드립니다. 확인 http://vo.la/fjat",스미싱
[아파트관리사무소] 단수 안내: 6/28 21:15부터 2시간 단수 예정입니다.,정상
"[Web발신]
[행정안전부] 건강검진 미수검자 안내. 대상자 조회 ㅁㅁ링크",스미싱
"[Web발신]
[롯데택배] 배송지 미확인 상품 반송 예정입니다. 확인 hxxp://bit.ly/yz277",스미싱
"[Web발신]
온라인 쇼핑몰 리뷰 알바 모집합니다. 건당 1만원 http://xn--8rkry.xyz",스미싱
"[Web발신]
국민은행 출금 12,900원
1/12 10:45 자동이체",정상
"현대카드 카드 이용대금 12,900원이 정상 출금되었습니다.",정상
